ID sample_1 sample_2 value_1 value_2 q_value
ALG9 C E 2.83036 4.16964 0.000489787
ALK C E 0.0134473 0.0153951 1
ALKBH1 C E 10.7318 8.51371 0.0519307
ALKBH2 C E 13.647 8.40482 0.000259295
ALKBH3 C E 18.7379 24.1684 0.0292516
ALKBH3-AS1 C E 0.0644172 0.0551279 1
ALKBH4 C E 5.69724 4.18854 0.377781
ALKBH5 C E 59.5715 68.8687 0.156527
ALKBH6 C E 13.2698 12.0398 0.540498
ALKBH7 C E 13.5875 16.5203 0.1339
ALKBH8 C E 2.38791 2.24094 0.705335
ALLC C E 0 0 1
ALMS1 C E 5.11345 5.00817 0.88204
ALMS1-IT1 C E 0.903853 1.10772 0.844234
ALMS1P C E 0.138116 0.183725 1
ALOX12 C E 0.0103633 0.113615 1
ALOX12-AS1 C E 2.19579 3.51839 0.0937866
ALOX12B C E 0.106298 0.243683 1
ALOX12P2 C E 0.00863551 0 1
ALOX15 C E 0 0.0285074 1
ALOX15B C E 0.00842529 0.00759354 1
ALOX15P1 C E 0 0.0996524 1
ALOX5 C E 0.308219 0.170079 1
ALOX5AP C E 1.71137 1.03136 0.0807073
ALOXE3 C E 0.194979 0.133051 1
ALPI C E 0.00683795 0.00559939 1
ALPK1 C E 1.7442 3.30231 0.000259295
ALPK2 C E 0.783864 1.07157 0.0319903
ALPK3 C E 0.124483 0.268891 1
ALPL C E 0.0101018 0 1
ALPP C E 42.7017 16.2189 0.000259295
ALPPL2 C E 0.543932 0.424626 1
ALS2 C E 7.0149 10.5984 0.000259295
ALS2CL C E 3.79231 3.0956 0.128377
ALS2CR11 C E 0 0.0129928 1
ALS2CR12 C E 0.126617 0.296972 1
ALX1 C E 0 0 1
ALX3 C E 0.657077 0.773865 0.625478
ALX4 C E 16.0549 5.98474 0.000259295
ALYREF C E 123.685 69.9341 0.000259295
AMACR C E 6.55544 9.44308 0.000920449
AMBN C E 0 0 1
AMBP C E 2.16174 1.25788 0.00936847
AMBRA1 C E 16.3829 17.5367 0.583367
AMD1 C E 37.2254 25.6362 0.000920449
AMDHD1 C E 2.43666 3.29066 0.0534064
AMDHD2 C E 11.632 9.51911 0.237109
AMELX C E 0 0 1
AMELY C E 0 0 1
AMER1 C E 4.63342 2.46664 0.000259295
AMER2 C E 0 0 1
AMER3 C E 0.00345736 0 1
AMFR C E 16.9898 32.4587 0.000259295
AMH C E 1.35464 1.46179 0.737443
AMHR2 C E 0 0 1
AMICA1 C E 0 0 1
AMIGO1 C E 2.52435 4.24244 0.000259295
AMIGO2 C E 100.492 87.5931 0.18595
AMIGO3 C E 4.80167 3.23196 0.225696
AMMECR1 C E 7.01261 6.74766 0.786121
AMMECR1L C E 19.1605 24.683 0.00980601
AMN C E 0.0146204 0.0426711 1
AMN1 C E 2.45754 5.39839 0.000259295
AMOT C E 0.0032682 0 1
AMOTL1 C E 0.0276694 0.0483088 1
AMOTL2 C E 30.0352 40.318 0.00112625
AMPD1 C E 0 0.00793174 1
AMPD2 C E 20.2536 15.8775 0.0203725
AMPD3 C E 8.88955 9.57129 0.570432
AMPH C E 0 0 1
AMT C E 0.176143 0.726242 0.0166262
AMTN C E 9.76515 0.489282 0.000259295
AMY1A C E 0 0 1
AMY1B C E 0 0 1
AMY1C C E 0 0 1
AMY2A C E 0 0.0147262 1
AMY2B C E 0.150497 0.209089 1
AMZ1 C E 16.51 24.4854 0.000259295
AMZ2 C E 56.1114 69.5161 0.0447772
AMZ2P1 C E 0.939457 1.89018 0.000259295
ANAPC1 C E 21.5512 14.0834 0.000259295
ANAPC10 C E 3.43485 4.34003 0.690755
ANAPC11 C E 62.5375 71.8902 0.506925
ANAPC13 C E 30.7147 30.0889 0.912241
ANAPC15 C E 48.8732 20.4623 0.0775827
ANAPC16 C E 30.029 40.6722 0.0167567
ANAPC1P1 C E 1.25911 0.551673 0.00190408
ANAPC2 C E 38.227 33.1512 0.305165
ANAPC4 C E 6.51276 6.10581 0.668559
ANAPC5 C E 75.059 72.7357 0.799401
ANAPC7 C E 36.5411 28.8374 0.0240671
ANG C E 1.52161 3.64374 0.0105343
ANGEL1 C E 6.76821 9.78503 0.000259295
ANGEL2 C E 7.75249 7.46737 0.792397
ANGPT1 C E 0.61911 0.473916 0.189284
ANGPT2 C E 0.0250856 0.0310131 1
ANGPT4 C E 0 0.0419581 1
ANGPTL1 C E 0.018472 0.0291197 1
ANGPTL2 C E 60.9943 21.5073 0.000259295
ANGPTL3 C E 0.00692117 0.0419648 1
ANGPTL4 C E 6.59096 20.072 0.000259295
ANGPTL5 C E 0.0300005 0.0196334 1
ANGPTL6 C E 0.115245 0.158523 1
ANGPTL7 C E 0.00922178 0 1
ANHX C E 0 0 1
ANK1 C E 0.335717 0.0492615 1
ANK2 C E 0.333137 1.46956 0.000259295
ANK3 C E 0.0320427 0.074746 1
ANKAR C E 0.14426 0.270287 1
ANKDD1A C E 2.49053 2.12804 0.316529
ANKDD1B C E 0.0270806 0 1
ANKEF1 C E 4.68574 4.74741 0.957304
ANKFN1 C E 0.0100304 0.00847006 1
ANKFY1 C E 25.0604 24.4084 0.8344
ANKH C E 21.6443 29.1736 0.000920449
ANKHD1 C E 27.4343 26.5548 0.885755
ANKHD1-EIF4EBP3 C E 8.0426 7.29424 0.651789
ANKIB1 C E 15.8524 19.0429 0.0796251
ANKK1 C E 0.0163586 0 1
ANKLE1 C E 6.12884 2.36625 0.000259295
ANKLE2 C E 55.2893 45.1903 0.0380647
ANKMY1 C E 1.41469 1.87498 0.154953
ANKMY2 C E 13.3237 16.3707 0.071525
ANKRA2 C E 3.55042 10.4052 0.000259295
ANKRD1 C E 0.537127 0.522753 1
ANKRD10 C E 16.707 18.3256 0.529597
ANKRD11 C E 23.2363 32.1121 0.00245749
ANKRD12 C E 2.03289 2.46957 0.111729
ANKRD13A C E 18.8566 13.4626 0.000920449
ANKRD13B C E 9.60054 5.53952 0.000259295
ANKRD13C C E 7.45521 9.5273 0.0243006
ANKRD13D C E 9.70689 12.451 0.0361145
ANKRD16 C E 1.66448 2.05619 0.694485
ANKRD17 C E 22.5642 18.7501 0.0625575
ANKRD18A C E 0.988199 1.43258 0.0178221
ANKRD18B C E 1.08293 1.04278 0.857114
ANKRD18DP C E 0 0 1
ANKRD19P C E 0.0583462 0.0433124 1
ANKRD2 C E 0.195081 0.0365965 1
ANKRD20A1 C E 0.00632874 0.0175103 1
ANKRD20A11P C E 0 0 1
ANKRD20A12P C E 0.0430331 0.0512023 1
ANKRD20A19P C E 0 0.00347151 1
ANKRD20A2 C E 0.00632849 0.0218714 1
ANKRD20A3 C E 0.00505306 6.35361e-06 1
ANKRD20A4 C E 0 0.0063091 1
ANKRD20A5P C E 0.0802822 0.0325337 1
ANKRD20A8P C E 0 0 1
ANKRD20A9P C E 0.0294183 0.0442105 1
ANKRD22 C E 0 0.0239527 1
ANKRD23 C E 0.487484 0.65342 0.249083
ANKRD24 C E 0.455002 0.67436 0.0587545
ANKRD26 C E 1.73546 2.54576 0.00190408
ANKRD26P1 C E 0 0 1
ANKRD26P3 C E 0 0 1
ANKRD27 C E 11.824 10.1172 0.181812
ANKRD28 C E 22.1329 20.5036 0.505178
ANKRD29 C E 1.23286 1.47825 0.286989
ANKRD30A C E 0 0 1
ANKRD30B C E 0.00895255 0.00886182 1
ANKRD30BL C E 0 0 1
ANKRD30BP2 C E 0 0 1
ANKRD30BP3 C E 0 0 1
ANKRD31 C E 0.116601 0.116337 1
ANKRD32 C E 7.96597 6.36261 0.0552592
ANKRD33 C E 0 0 1
ANKRD33B C E 12.3003 11.0045 0.309804
ANKRD34A C E 1.0818 0.690599 0.847774
ANKRD34B C E 0 0 1
ANKRD34C C E 0.00415164 0.00396044 1
ANKRD34C-AS1 C E 0 0 1
ANKRD35 C E 0 0.0209856 1
ANKRD36 C E 1.11524 1.60231 0.00907366
ANKRD36B C E 0.727857 0.902724 0.201184
ANKRD36BP1 C E 10.1781 10.8655 0.655986
ANKRD36BP2 C E 0 0 1
ANKRD36C C E 0.524731 0.663724 0.157923
ANKRD37 C E 3.28637 3.94679 0.612238
ANKRD39 C E 20.3891 20.6407 0.942538
ANKRD40 C E 16.7212 19.365 0.177477
ANKRD42 C E 5.19599 11.6931 0.000259295
ANKRD44 C E 0.578336 0.934235 0.107564
ANKRD44-IT1 C E 0 0 1
ANKRD45 C E 0.0154737 0.0216396 1
ANKRD46 C E 3.35713 5.7423 0.000259295
ANKRD49 C E 15.525 20.3642 0.0187238
ANKRD50 C E 3.84918 4.90591 0.0296073
ANKRD52 C E 32.4412 34.3929 0.606367
ANKRD53 C E 0.571505 0.561505 1
ANKRD54 C E 37.1857 40.4619 0.477908
ANKRD55 C E 0.00833955 0.0245514 1
ANKRD6 C E 0.0316478 0.0634012 1
ANKRD60 C E 0.0130892 0 1
ANKRD61 C E 1.41397 1.93793 0.896843
ANKRD62 C E 0.00938396 0 1
ANKRD62P1-PARP4P3 C E 0 0 1
ANKRD63 C E 0.568921 0.325289 1
ANKRD65 C E 0 0 1
ANKRD66 C E 0 0 1
ANKRD7 C E 0 0 1
ANKRD9 C E 31.1595 27.3387 0.270583
ANKS1A C E 7.37868 6.32879 0.187032
ANKS1B C E 0.0192777 0.0366774 1
ANKS3 C E 5.49738 4.34473 0.090237
ANKS4B C E 0 0 1
ANKS6 C E 4.96237 6.4738 0.0122415
ANKUB1 C E 0 0 1
ANKZF1 C E 10.8143 11.7903 0.545045
ANLN C E 50.0434 19.7757 0.000259295
ANO1 C E 0.0126379 0 1
ANO1-AS2 C E 0 0 1
ANO10 C E 18.4495 22.2022 0.0921158
ANO2 C E 0.0167217 0 1
ANO3 C E 0.455989 0.321323 1
ANO4 C E 1.43347 2.22349 0.000710791
ANO5 C E 0 0 1
ANO6 C E 26.3611 40.3507 0.000259295
ANO7 C E 0.305657 0.0668858 1
ANO8 C E 5.37788 8.57769 0.0254084
ANO9 C E 0.00712273 0.00788288 1
ANOS1 C E 0 0 1
ANP32A C E 162.738 81.3583 0.000259295
ANP32A-IT1 C E 0.619307 0.464332 0.900506
ANP32AP1 C E 1.8507 1.18422 0.173656
ANP32B C E 214.204 183.654 0.122414
ANP32C C E 0 0 1
ANP32D C E 0 0 1
ANP32E C E 46.3802 20.109 0.000259295
ANPEP C E 52.046 50.5204 0.807023
ANTXR1 C E 91.5806 99.2247 0.533272
ANTXR2 C E 1.14422 2.2746 0.00190408
ANTXRL C E 0.0205136 0 1
ANTXRLP1 C E 0 0 1
ANXA1 C E 293.278 163.982 0.000259295
ANXA10 C E 25.8319 3.10317 0.000259295
ANXA11 C E 56.8016 48.4437 0.129808
ANXA13 C E 0 0 1
ANXA2 C E 1111.53 579 0.000259295
ANXA2P1 C E 2.26404 0.999925 0.242375
ANXA2P2 C E 533.352 276.729 0.000259295
ANXA2P3 C E 0 0 1
ANXA2R C E 0.415564 0.599765 0.879211
ANXA3 C E 43.7272 15.2926 0.000259295
ANXA4 C E 22.7797 24.8575 0.480519
ANXA5 C E 321.396 293.435 0.39436
ANXA6 C E 51.8412 37.0007 0.000920449
ANXA7 C E 116.025 147.386 0.0111028
ANXA8 C E 20.2762 1.89188 0.000259295
ANXA8L1 C E 3.34797 0.292323 0.000259295
ANXA9 C E 0.445248 0.218842 1
AOAH C E 0 0.0163119 1
AOAH-IT1 C E 0 0 1
AOC1 C E 0 0 1
AOC2 C E 1.04943 1.72894 0.00281634
AOC3 C E 0.371212 0.664973 0.0122415
AOC4P C E 0.0218416 0.0795328 1
AOX1 C E 0.319674 0.0671642 1
AOX2P C E 0 0 1
AP1AR C E 7.23695 14.5877 0.000259295
AP1B1 C E 55.3452 54.7034 0.928032
AP1B1P1 C E 0 0 1
AP1G1 C E 16.7817 18.4802 0.381596
AP1G2 C E 13.8964 13.8948 0.999356
AP1M1 C E 24.1635 21.6112 0.35034
AP1M2 C E 6.263 1.27699 0.000259295
AP1S1 C E 99.6528 68.7273 0.000259295
AP1S2 C E 1.13687 1.59087 0.0660346
AP1S3 C E 9.34953 6.51301 0.000489787
AP2A1 C E 48.6897 43.32 0.274936
AP2A2 C E 16.7391 17.981 0.565508
AP2B1 C E 66.8524 72.2608 0.467504
AP2M1 C E 357.19 289.202 0.0220089
AP2S1 C E 187.547 165.442 0.245056
AP3B1 C E 24.3137 26 0.584383
AP3B2 C E 0.837581 4.20368 0.000259295
AP3D1 C E 47.3368 46.0275 0.821935
AP3M1 C E 36 41.5052 0.165306
AP3M2 C E 6.14008 8.85845 0.000710791
AP3S1 C E 45.8748 45.3873 0.943212
AP3S2 C E 4.46898 6.60864 0.0721841
AP4B1 C E 5.40689 5.66276 0.772735
AP4B1-AS1 C E 0.496374 0.60171 0.807023
AP4E1 C E 5.81959 7.25082 0.0453642
AP4M1 C E 6.0493 5.00774 0.798681
AP4S1 C E 3.49094 2.45388 0.269871
AP5B1 C E 17.6658 20.7096 0.123899
AP5M1 C E 15.0469 12.8417 0.493298
AP5S1 C E 13.3733 9.00334 0.000259295
AP5Z1 C E 9.71192 11.4819 0.127152
APAF1 C E 7.17086 6.21975 0.217886
APBA1 C E 0 0.00285623 1
APBA2 C E 0.0184774 0 1
APBA3 C E 6.71201 9.53475 0.876652
APBB1 C E 0.384828 0.379625 1
APBB1IP C E 0.0447789 0 1
APBB2 C E 4.09492 8.68677 0.000259295
APBB3 C E 4.3341 8.11478 0.116458
APC C E 8.30152 5.90647 0.00152207
APC2 C E 0.457359 0.414476 1
APCDD1 C E 0 0 1
APCDD1L C E 0.428356 0.194189 1
APCDD1L-AS1 C E 0.376508 0.238833 1
APCS C E 0 0 1
APEH C E 65.5321 56.3355 0.141468
APELA C E 0 0 1
APEX1 C E 223.021 137.794 0.000259295
APEX2 C E 44.4033 29.9702 0.000259295
APH1A C E 78.916 74.4683 0.629516
APH1B C E 3.92819 6.38879 0.000259295
API5 C E 49.0097 46.7664 0.698969
APIP C E 15.1312 12.5705 0.495335
APITD1 C E 18.0869 17.2034 0.744693
APITD1-CORT C E 0.58408 0.317747 0.559215
APLF C E 0.187498 0.718886 0.000259295
APLN C E 0.605714 0.267684 0.00171423
APLNR C E 0.012995 0 1
APLP1 C E 7.20195 11.0262 0.000259295
APLP2 C E 164.316 216.282 0.00299421
APMAP C E 80.8615 97.8914 0.0550538
APOA1 C E 0 0.0279503 1
APOA1-AS C E 0.154385 0 1
APOA1BP C E 94.9848 83.988 0.274279
APOA2 C E 0 0.19319 1
APOA4 C E 0 0 1
APOA5 C E 0 0.0103517 1
APOB C E 0 0 1
APOBEC1 C E 0 0 1
APOBEC2 C E 0.0305767 0 1
APOBEC3A C E 0 0 1
APOBEC3A_B C E 0 0 1
APOBEC3B C E 21.7354 4.79009 0.000259295
APOBEC3B-AS1 C E 0 0 1
APOBEC3C C E 41.1637 24.9467 0.000259295
APOBEC3D C E 0.0558408 0.0429474 1
APOBEC3F C E 0.23386 0.0532891 1
APOBEC3G C E 0 0 1
APOBEC3H C E 0.23613 0.370048 1
APOBEC4 C E 0 0.00819342 1
APOBR C E 0.0224177 0.0474687 1
APOC1 C E 23.7336 10.1712 0.000259295
APOC1P1 C E 0.215019 0.031815 1
APOC2 C E 0 0 1
APOC3 C E 0 0 1
APOC4 C E 0 0 1
APOC4-APOC2 C E 0 0 1
APOD C E 0 0 1
APOE C E 7.22599 4.24028 0.000259295
APOF C E 0 0.0276185 1
APOH C E 0 0 1
APOL1 C E 14.3961 8.77012 0.000259295
APOL2 C E 19.4158 14.8135 0.0132273
APOL3 C E 3.27623 1.19669 0.000259295
APOL4 C E 0 0.00693583 1
APOL5 C E 0 0 1
APOL6 C E 8.07881 10.8772 0.00245749
APOLD1 C E 1.04905 1.41268 0.0500665
APOM C E 0 0 1
APOO C E 35.708 36.5319 0.87708
APOOL C E 5.40037 6.75481 0.0446809
APOOP5 C E 0 0 1
APOPT1 C E 44.7356 37.9867 0.166076
APP C E 179.409 177.969 0.951944
APPBP2 C E 8.45723 11.2427 0.00551744
APPL1 C E 6.79521 8.19109 0.0969943
APPL2 C E 9.31965 13.4391 0.000489787
APRT C E 120.212 65.4667 0.000259295
APTR C E 2.24696 2.70267 0.59587
APTX C E 18.2815 18.1154 0.953452
AQP1 C E 0.276449 0.178765 1
AQP10 C E 0 0 1
AQP11 C E 2.11269 2.17179 0.893891
AQP12A C E 0 0 1
AQP12B C E 0 0 1
AQP2 C E 0.00548717 0 1
AQP3 C E 11.5681 1.97344 0.000259295
AQP4 C E 0 0 1
AQP4-AS1 C E 0 0 1
AQP5 C E 0.0654631 0.0345874 1
AQP6 C E 0.116704 0.0492146 1
AQP7 C E 0.0224203 0 1
AQP7P1 C E 0.0215197 0.108422 1
AQP7P3 C E 0.163134 0.14616 1
AQP8 C E 0 0.0201533 1
AQP9 C E 0 0 1
AQR C E 15.8717 13.5926 0.155504
AR C E 0 0 1
ARAF C E 33.8374 27.9722 0.35311
ARAP1 C E 30.0133 29.5446 0.908375
ARAP2 C E 2.08849 2.35607 0.381279
ARAP3 C E 4.15731 1.81971 0.000259295
ARC C E 0.108399 0.209414 1
ARCN1 C E 66.2054 63.5392 0.734442
AREG C E 1.62012 8.82969 0.000259295
AREL1 C E 21.9812 23.0549 0.698295
ARF1 C E 279.243 268.363 0.734838
ARF3 C E 123.695 103.156 0.0628646
ARF4 C E 165.678 166.112 0.985059
ARF5 C E 105.902 106.35 0.976811
ARF6 C E 50.8115 42.0891 0.0595362
ARFGAP1 C E 60.2981 60.5031 0.980585
ARFGAP2 C E 16.5935 19.6757 0.234203
ARFGAP3 C E 22.2319 31.3113 0.000259295
ARFGEF1 C E 7.87312 8.84366 0.32121
ARFGEF2 C E 15.8694 21.4288 0.00171423
ARFGEF3 C E 0.16538 1.05499 0.000259295
ARFIP1 C E 9.83724 12.1627 0.068641
ARFIP2 C E 35.9622 26.1001 0.0193694
ARFRP1 C E 14.1654 15.1879 0.78861
ARG1 C E 0.0173616 0 1
ARG2 C E 4.4881 4.90719 0.851754
ARGFX C E 0 0 1
ARGFXP2 C E 0.157141 0.154834 1
ARGLU1 C E 32.3908 33.0711 0.885082
ARHGAP1 C E 49.9545 43.8789 0.217758
ARHGAP10 C E 5.44262 4.24936 0.0492256
ARHGAP11A C E 15.2668 9.90039 0.000259295
ARHGAP11B C E 2.3638 1.67544 0.155118
ARHGAP12 C E 4.32808 6.32804 0.000489787
ARHGAP15 C E 0.0251788 0.110979 1
ARHGAP17 C E 32.9813 21.6818 0.000259295
ARHGAP18 C E 6.85207 3.54498 0.000259295
ARHGAP19 C E 4.22378 2.83184 0.00112625
ARHGAP19-SLIT1 C E 0 0 1
ARHGAP20 C E 1.23643 1.59018 0.0718982
ARHGAP21 C E 15.5739 16.0555 0.815517
ARHGAP22 C E 3.96272 2.49756 0.00112625
ARHGAP23 C E 34.0037 21.5232 0.000259295
ARHGAP24 C E 1.1157 1.11787 0.991892
ARHGAP25 C E 0.0455056 0.284288 1
ARHGAP26 C E 4.15787 5.04165 0.0863697
ARHGAP26-AS1 C E 0 0 1
ARHGAP26-IT1 C E 0 0 1
ARHGAP27 C E 9.56662 11.3389 0.197047
ARHGAP28 C E 0.505306 0.911483 0.000259295
ARHGAP29 C E 12.4358 9.73815 0.0148545
ARHGAP30 C E 0.104623 0.170566 1
ARHGAP31 C E 4.58378 5.93634 0.0187238
ARHGAP31-AS1 C E 0.185315 0.10321 1
ARHGAP32 C E 3.07892 3.4631 0.341262
ARHGAP33 C E 0.238948 0.399898 1
ARHGAP35 C E 22.9329 21.9647 0.722575
ARHGAP36 C E 0 0 1
ARHGAP39 C E 10.6201 13.5137 0.0258849
ARHGAP4 C E 0.291589 0.607454 0.00551744
ARHGAP40 C E 0.140665 0.590795 0.00152207
ARHGAP42 C E 12.1286 11.8469 0.865743
ARHGAP44 C E 5.50869 7.59631 0.347528
ARHGAP5 C E 9.23614 9.08384 0.902226
ARHGAP5-AS1 C E 2.37805 2.76304 0.474158
ARHGAP6 C E 0 0 1
ARHGAP8 C E 0.166735 0.110783 1
ARHGAP9 C E 0.0114118 0.119019 1
ARHGDIA C E 135.349 94.3581 0.000259295
ARHGDIB C E 18.2017 5.45592 0.000259295
ARHGDIG C E 0 0.031666 1
ARHGEF1 C E 20.4252 20.5425 0.968494
ARHGEF10 C E 9.49903 6.56484 0.000259295
ARHGEF10L C E 5.13672 4.88635 0.738875
ARHGEF11 C E 10.6278 16.9074 0.000259295
ARHGEF12 C E 17.8124 22.4332 0.0160695
ARHGEF15 C E 0 0 1
ARHGEF16 C E 4.68482 2.00932 0.000259295
ARHGEF17 C E 9.09131 8.74152 0.768273
ARHGEF18 C E 21.0689 23.8202 0.256176
ARHGEF19 C E 3.41273 2.28672 0.00420003
ARHGEF2 C E 20.9712 40.8748 0.000259295
ARHGEF25 C E 4.95514 4.32431 0.33847
ARHGEF26 C E 0.329493 0.553345 1
ARHGEF26-AS1 C E 0 0.00724763 1
ARHGEF28 C E 7.64544 8.32015 0.501825
ARHGEF3 C E 11.6935 8.70862 0.00693609
ARHGEF3-AS1 C E 0 0 1
ARHGEF33 C E 0.765785 0.988753 0.174442
ARHGEF34P C E 1.69669 1.84686 0.741581
ARHGEF35 C E 0.394535 0.457946 1
ARHGEF37 C E 0.424267 0.581404 1
ARHGEF38 C E 0.00394026 0.00393585 1
ARHGEF38-IT1 C E 0 0 1
ARHGEF39 C E 2.36041 1.38122 0.00403155
ARHGEF4 C E 8.66405 14.5537 0.000259295
ARHGEF40 C E 10.2593 12.344 0.194278
ARHGEF5 C E 2.11396 2.22515 0.81535
ARHGEF6 C E 0.00406571 0.0503438 1
ARHGEF7 C E 12.7343 14.0138 0.416683
ARHGEF7-AS1 C E 0 0 1
ARHGEF7-AS2 C E 0 0 1
ARHGEF9 C E 2.90996 4.38107 0.000259295
ARHGEF9-IT1 C E 0 0 1
ARID1A C E 15.4006 13.6828 0.275832
ARID1B C E 7.13538 7.45057 0.734235
ARID2 C E 9.39307 10.3388 0.41136
ARID3A C E 6.98327 5.02869 0.00647208
ARID3B C E 4.08234 4.43337 0.561552
ARID3C C E 0.0413653 0.132792 1
ARID4A C E 3.75626 4.5432 0.121523
ARID4B C E 8.95541 9.10892 0.904644
ARID5A C E 4.69369 4.65959 0.964626
ARID5B C E 10.0451 6.02868 0.000259295
ARIH1 C E 31.3646 38.1377 0.045782
ARIH2 C E 37.4218 41.8956 0.300154
ARIH2OS C E 1.03676 2.5312 0.519686
ARL1 C E 21.3108 26.5673 0.0331079
ARL10 C E 0 0.0329352 1
ARL11 C E 0 0 1
ARL13A C E 0 0 1
ARL13B C E 4.22889 5.22989 0.0953017
ARL14 C E 2.09426 0.35369 0.000259295
ARL14EP C E 8.15493 9.3241 0.300794
ARL14EPL C E 0 0 1
ARL15 C E 2.71374 3.3952 0.130658
ARL16 C E 15.7678 12.6639 0.0960334
ARL17A C E 1.91188 1.50898 0.215035
ARL17B C E 0 0 1
ARL2 C E 30.4969 32.46 0.74859
ARL2-SNX15 C E 0 0 1
ARL2BP C E 22.2962 38.8188 0.000259295
ARL3 C E 4.87303 4.36925 0.426965
ARL4A C E 26.9729 9.16465 0.000259295
ARL4C C E 1.92801 2.95291 0.00112625
ARL4D C E 24.6299 20.6998 0.147609
ARL5A C E 11.984 12.334 0.845124
ARL5B C E 5.38826 8.12699 0.000259295
ARL5C C E 0 0 1
ARL6 C E 2.79968 4.63829 0.000920449
ARL6IP1 C E 122.857 96.1714 0.00892513
ARL6IP4 C E 87.7176 85.8904 0.88081
ARL6IP5 C E 61.2236 41.789 0.000259295
ARL6IP6 C E 10.5112 9.91871 0.688613
ARL8A C E 14.231 22.2481 0.000259295
ARL8B C E 81.8951 88.1535 0.511485
ARL9 C E 0.0344693 0 1
ARMC1 C E 15.3014 18.231 0.126382
ARMC10 C E 17.8478 23.8131 0.0126622
ARMC12 C E 0 0.067983 1
ARMC2 C E 0.343096 0.412515 1
ARMC2-AS1 C E 0 0 1
ARMC3 C E 0.00917999 0 1
ARMC4 C E 3.2609 3.34563 0.882072
ARMC5 C E 5.00229 6.10703 0.109322
ARMC6 C E 31.614 16.6375 0.000259295
ARMC7 C E 15.9528 14.1843 0.527167
ARMC8 C E 8.15815 9.87889 0.109587
ARMC9 C E 14.7415 11.5597 0.0507128
ARMCX1 C E 0 0 1
ARMCX2 C E 0.487176 0.33885 1
ARMCX3 C E 8.13585 11.5289 0.00171423
ARMCX4 C E 0.0103394 0.00659495 1
ARMCX5 C E 4.5861 5.13295 0.560865
ARMCX5-GPRASP2 C E 0.435426 0.783638 0.644554
ARMCX6 C E 11.4985 10.7922 0.7224
ARMS2 C E 0 0 1
ARMT1 C E 12.7969 11.2719 0.315091
ARNT C E 24.0016 16.8682 0.000259295
ARNT2 C E 0.119057 0.0817639 1
ARNTL C E 9.96491 11.6433 0.204273
ARNTL2 C E 12.7973 14.1426 0.382728
ARNTL2-AS1 C E 0 0.0714618 1
ARPC1A C E 94.0212 99.5269 0.637842
ARPC1B C E 121.38 122.176 0.967714
ARPC2 C E 181.333 126.565 0.000259295
ARPC3 C E 323.066 228.492 0.000710791
ARPC4 C E 176.687 123.061 0.00536227
ARPC4-TTLL3 C E 0.46675 0.745298 0.824113
ARPC5 C E 115.252 97.582 0.0972565
ARPC5L C E 74.0472 66.4646 0.361985
ARPIN C E 6.89657 8.18106 0.316569
ARPP19 C E 37.3774 32.4011 0.164567
ARPP21 C E 0 0 1
ARR3 C E 0 0 1
ARRB1 C E 3.34531 3.5586 0.661921
ARRB2 C E 8.65629 6.57309 0.0293791
ARRDC1 C E 15.128 25.0659 0.000489787
ARRDC1-AS1 C E 16.8143 23.5169 0.0470502
ARRDC2 C E 13.421 14.2245 0.668822
ARRDC3 C E 33.4905 28.5221 0.127906
ARRDC3-AS1 C E 0.369027 0.487083 1
ARRDC4 C E 0.0328645 0.173534 1
ARRDC5 C E 0.0274642 0 1
ARSA C E 15.3955 18.0385 0.153677
ARSB C E 9.42349 10.4526 0.483641
ARSD C E 0 0 1
ARSE C E 0 0 1
ARSF C E 0 0 1
ARSG C E 4.72244 7.69048 0.38146
ARSH C E 0 0 1
ARSI C E 3.60058 0.128905 0.000259295
ARSJ C E 2.87994 3.84549 0.0203725
ARSK C E 3.63405 3.99566 0.517104
ART1 C E 0 0 1
ART3 C E 0 0 1
ART4 C E 0.0762243 0 1
ART5 C E 0.25587 9.00599 0.000259295
ARTN C E 0.366221 0.353156 1
ARV1 C E 17.4347 18.0616 0.817079
ARVCF C E 0.258587 0.491704 1
ARX C E 0 0 1
AS3MT C E 1.10925 0.91791 0.586182
ASAH1 C E 19.1849 29.8853 0.000259295
ASAH2 C E 0.194704 0.274881 1
ASAH2B C E 3.15511 4.51805 0.148211
ASAP1 C E 13.5614 14.3682 0.647319
ASAP1-IT1 C E 0 0 1
ASAP1-IT2 C E 0.021211 0.0309768 1
ASAP2 C E 15.1773 22.1878 0.000259295
ASAP3 C E 10.43 9.60777 0.513483
ASB1 C E 12.2374 14.8328 0.0644128
ASB10 C E 0 0 1
ASB11 C E 0 0 1
ASB12 C E 0 0 1
ASB13 C E 6.93195 7.73085 0.418949
ASB14 C E 0.157602 0.116519 1
ASB15 C E 0 0 1
ASB16 C E 0.452987 0.732598 0.333097
ASB16-AS1 C E 6.25412 7.24399 0.399012
ASB17 C E 0 0 1
ASB18 C E 0.0334026 0.033587 1
ASB2 C E 0 0 1
ASB3 C E 8.62643 9.88875 0.73932
ASB4 C E 0 0 1
ASB5 C E 0 0.00610236 1
ASB6 C E 15.4129 14.6878 0.784304
ASB7 C E 7.86567 9.66936 0.123552
ASB8 C E 13.3951 15.7973 0.157613
ASB9 C E 6.83773 1.70196 0.000259295
ASB9P1 C E 0.211581 0.0922529 1
ASCC1 C E 26.1033 26.1875 0.989118
